pedido_compra_id,data_pedido,fornecedor_id,unidade_id,material,quantidade_kg,custo_unitario,data_prevista,data_recebimento,status_qualidade,entrega_no_prazo,valor_compra
PC004695,2024-05-07,F016,U01,Aditivo,287.61,20.72,2024-05-14,2024-05-19,Aprovado,False,5959.2792
PC004696,2025-12-28,F022,U03,Solvente,211.73,39.0,2026-01-08,2026-01-08,Aprovado,True,8257.47
PC004697,2024-06-25,F014,U01,Isocianato,425.64,27.79,2024-07-17,2024-07-19,Aprovado,False,11828.5356
PC004698,2026-02-11,F006,U02,Poliol,367.49,19.3,2026-02-24,2026-02-24,Aprovado,True,7092.557000000001
PC004699,2024-06-26,F026,U03,Isocianato,255.29,37.33,2024-07-13,2024-07-18,Aprovado,False,9529.975699999999
PC004700,2025-11-06,F002,U01,Silicone Base,118.83,29.72,2025-11-20,2025-11-22,Aprovado,False,3531.6276
PC004701,2025-12-26,F028,U03,Carga Mineral,192.62,32.1,2026-01-18,2026-01-19,Aprovado,False,6183.102000000001
PC004702,2026-04-01,F021,U02,Poliol,140.22,3.7,2026-04-21,2026-04-21,Aprovado,True,518.814
PC004703,2025-11-09,F008,U02,Carga Mineral,117.63,30.23,2025-12-02,2025-11-30,Aprovado,True,3555.9548999999997
PC004704,2026-05-04,F009,U01,Embalagem,92.78,31.55,2026-05-12,2026-05-17,Aprovado,False,2927.2090000000003
PC004705,2024-07-11,F029,U03,Embalagem,521.8,21.08,2024-07-21,2024-07-22,Aprovado,False,10999.543999999998
PC004706,2025-07-04,F016,U03,Aditivo,125.76,13.18,2025-07-24,2025-07-25,Aprovado,False,1657.5168
PC004707,2025-03-06,F026,U03,Embalagem,75.86,16.05,2025-03-30,2025-03-31,Aprovado,False,1217.553
PC004708,2026-06-30,F012,U02,Isocianato,494.76,33.56,2026-07-21,2026-07-23,Aprovado,False,16604.1456
PC004709,2026-02-09,F018,U01,Pigmento,151.06,27.24,2026-02-17,2026-02-22,Aprovado,False,4114.8744
PC004710,2026-06-17,F020,U01,Isocianato,221.23,26.82,2026-06-27,2026-06-27,Aprovado,True,5933.3886
PC004711,2024-01-27,F007,U02,Carga Mineral,193.84,43.12,2024-02-08,2024-02-09,Aprovado,False,8358.380799999999
PC004712,2026-03-17,F001,U03,Isocianato,456.5,34.58,2026-03-29,2026-04-03,Aprovado,False,15785.769999999999
PC004713,2024-10-25,F015,U03,Solvente,223.09,7.94,2024-11-18,2024-11-19,Aprovado,False,1771.3346000000001
PC004714,2025-12-24,F018,U02,Poliol,336.23,33.76,2026-01-12,2026-01-11,Aprovado,True,11351.1248
PC004715,2026-05-03,F015,U02,Poliol,170.85,26.64,2026-05-25,2026-05-25,Aprovado,True,4551.4439999999995
PC004716,2024-09-04,F006,U02,Silicone Base,388.03,32.52,2024-09-15,2024-09-15,Aprovado,True,12618.7356
PC004717,2025-10-21,F026,U03,Poliol,147.62,32.01,2025-11-04,2025-11-06,Aprovado,False,4725.3162
PC004718,2024-04-10,F029,U01,Embalagem,563.03,37.07,2024-04-30,2024-04-29,Aprovado,True,20871.5221
PC004719,2025-08-31,F004,U02,Pigmento,622.29,43.91,2025-09-14,2025-09-14,Bloqueado,True,27324.753899999996
PC004720,2024-07-04,F010,U01,Aditivo,337.57,23.86,2024-07-12,2024-07-10,Aprovado,True,8054.4202
PC004721,2024-05-05,F023,U02,Isocianato,386.68,6.4,2024-05-19,2024-05-24,Bloqueado,False,2474.7520000000004
PC004722,2024-08-28,F029,U02,Embalagem,170.01,15.2,2024-09-03,2024-09-03,Aprovado,True,2584.1519999999996
PC004723,2024-07-12,F017,U01,Embalagem,211.72,35.14,2024-07-20,2024-07-20,Aprovado,True,7439.8408
PC004724,2026-01-08,F003,U01,Carga Mineral,275.82,37.03,2026-01-21,2026-01-20,Aprovado,True,10213.6146
PC004725,2026-06-16,F025,U03,Silicone Base,299.89,34.65,2026-07-05,2026-07-05,Aprovado,True,10391.188499999998
PC004726,2026-04-08,F011,U03,Aditivo,289.34,8.37,2026-04-20,2026-04-20,Aprovado,True,2421.7757999999994
PC004727,2026-07-07,F019,U02,Aditivo,333.02,34.35,2026-07-17,2026-07-15,Aprovado,True,11439.237
PC004728,2024-08-17,F008,U03,Carga Mineral,820.41,8.84,2024-08-28,2024-08-26,Aprovado,True,7252.4244
PC004729,2026-06-20,F016,U03,Isocianato,313.03,45.54,2026-07-03,2026-07-08,Aprovado,False,14255.386199999999
PC004730,2024-11-10,F025,U02,Carga Mineral,178.06,5.44,2024-11-24,2024-11-24,Aprovado,True,968.6464000000001
PC004731,2024-11-25,F030,U01,Carga Mineral,153.52,47.89,2024-12-15,2024-12-13,Aprovado,True,7352.072800000001
PC004732,2024-04-05,F009,U03,Pigmento,244.06,26.49,2024-04-10,2024-04-09,Aprovado,True,6465.149399999999
PC004733,2025-11-09,F014,U02,Silicone Base,358.29,17.76,2025-11-28,2025-11-27,Aprovado,True,6363.230400000001
PC004734,2025-06-22,F023,U01,Silicone Base,325.1,8.9,2025-07-11,2025-07-11,Aprovado,True,2893.3900000000003
PC004735,2025-07-02,F028,U03,Embalagem,100.2,10.06,2025-07-19,2025-07-24,Aprovado,False,1008.0120000000001
PC004736,2025-05-27,F012,U01,Isocianato,403.84,35.64,2025-06-14,2025-06-12,Aprovado,True,14392.8576
PC004737,2025-12-21,F013,U01,Silicone Base,159.02,31.35,2026-01-09,2026-01-09,Aprovado,True,4985.277000000001
PC004738,2024-05-08,F006,U02,Aditivo,321.17,7.92,2024-05-12,2024-05-12,Aprovado,True,2543.6664
PC004739,2024-11-11,F005,U02,Isocianato,207.72,27.66,2024-12-03,2024-12-08,Aprovado,False,5745.5352
PC004740,2026-06-06,F024,U03,Pigmento,830.29,37.4,2026-06-29,2026-06-29,Aprovado,True,31052.845999999998
PC004741,2026-01-21,F029,U03,Poliol,194.84,24.78,2026-01-26,2026-01-26,Aprovado,True,4828.135200000001
PC004742,2024-07-09,F001,U03,Isocianato,794.53,38.35,2024-07-28,2024-07-28,Aprovado,True,30470.2255
PC004743,2024-07-11,F016,U01,Solvente,72.85,15.98,2024-07-27,2024-08-01,Aprovado,False,1164.143
PC004744,2025-11-25,F009,U01,Solvente,685.67,25.84,2025-12-07,2025-12-09,Aprovado,False,17717.712799999998
PC004745,2024-07-23,F030,U01,Isocianato,271.73,30.11,2024-08-14,2024-08-14,Aprovado,True,8181.790300000001
PC004746,2026-05-26,F001,U03,Isocianato,709.03,21.6,2026-06-03,2026-06-03,Aprovado,True,15315.048
PC004747,2025-11-15,F016,U03,Poliol,252.15,44.78,2025-11-27,2025-12-02,Aprovado,False,11291.277
PC004748,2026-04-12,F006,U02,Embalagem,282.67,43.74,2026-04-19,2026-04-18,Aprovado,True,12363.9858
PC004749,2024-11-25,F007,U03,Pigmento,305.35,7.54,2024-12-03,2024-12-08,Aprovado,False,2302.3390000000004
PC004750,2025-06-29,F024,U03,Silicone Base,47.98,5.21,2025-07-23,2025-07-24,Aprovado,False,249.9758
PC004751,2024-07-03,F008,U03,Silicone Base,258.99,25.49,2024-07-22,2024-07-22,Aprovado,True,6601.6551
PC004752,2026-07-30,F026,U03,Carga Mineral,208.33,10.03,2026-08-13,2026-08-11,Aprovado,True,2089.5499
PC004753,2024-08-30,F007,U02,Poliol,285.47,30.03,2024-09-06,2024-09-06,Aprovado,True,8572.664100000002
PC004754,2024-12-06,F006,U02,Poliol,262.75,28.88,2024-12-28,2024-12-30,Bloqueado,False,7588.219999999999
PC004755,2025-07-27,F025,U03,Silicone Base,187.92,26.74,2025-08-13,2025-08-13,Aprovado,True,5024.980799999999
PC004756,2026-05-28,F005,U03,Silicone Base,116.33,29.49,2026-06-09,2026-06-09,Aprovado,True,3430.5717
PC004757,2025-01-28,F024,U01,Pigmento,264.24,25.16,2025-02-09,2025-02-10,Aprovado,False,6648.2784
PC004758,2024-08-23,F019,U01,Embalagem,542.94,19.35,2024-09-08,2024-09-06,Aprovado,True,10505.889000000001
PC004759,2026-03-25,F001,U02,Carga Mineral,207.2,26.02,2026-04-10,2026-04-10,Aprovado,True,5391.344
PC004760,2026-05-08,F005,U02,Solvente,95.95,13.88,2026-05-29,2026-05-29,Aprovado,True,1331.786
PC004761,2024-08-18,F020,U03,Pigmento,118.51,19.25,2024-09-09,2024-09-10,Aprovado,False,2281.3175
PC004762,2024-06-06,F005,U01,Aditivo,423.98,43.86,2024-06-11,2024-06-10,Aprovado,True,18595.7628
PC004763,2025-01-07,F003,U03,Solvente,270.09,38.68,2025-01-13,2025-01-13,Aprovado,True,10447.081199999999
PC004764,2024-01-15,F028,U02,Silicone Base,133.88,31.4,2024-01-22,2024-01-23,Aprovado,False,4203.831999999999
PC004765,2025-04-03,F013,U01,Solvente,164.54,10.41,2025-04-22,2025-04-24,Aprovado,False,1712.8614
PC004766,2025-06-11,F003,U03,Aditivo,190.24,22.07,2025-06-21,2025-06-20,Aprovado,True,4198.5968
PC004767,2025-06-27,F001,U03,Isocianato,306.11,10.39,2025-07-03,2025-07-05,Aprovado,False,3180.4829000000004
PC004768,2024-06-19,F030,U03,Silicone Base,191.0,31.96,2024-06-30,2024-06-30,Aprovado,True,6104.360000000001
PC004769,2024-02-02,F013,U03,Pigmento,275.92,41.25,2024-02-06,2024-02-07,Aprovado,False,11381.7
PC004770,2025-12-04,F002,U02,Embalagem,506.07,38.08,2025-12-15,2025-12-13,Aprovado,True,19271.1456
PC004771,2024-03-17,F009,U03,Embalagem,756.43,39.24,2024-03-29,2024-04-03,Bloqueado,False,29682.3132
PC004772,2025-07-11,F026,U01,Poliol,167.15,11.73,2025-07-29,2025-07-31,Aprovado,False,1960.6695000000002
PC004773,2025-07-01,F026,U01,Isocianato,426.3,12.36,2025-07-07,2025-07-09,Aprovado,False,5269.068
PC004774,2026-06-29,F011,U02,Silicone Base,239.98,16.41,2026-07-12,2026-07-12,Aprovado,True,3938.0717999999997
PC004775,2025-11-15,F027,U01,Solvente,450.59,45.83,2025-12-08,2025-12-06,Aprovado,True,20650.539699999998
PC004776,2025-08-22,F024,U01,Aditivo,309.54,30.05,2025-09-06,2025-09-07,Bloqueado,False,9301.677000000001
PC004777,2025-11-01,F026,U02,Aditivo,303.29,12.82,2025-11-13,2025-11-18,Aprovado,False,3888.1778000000004
PC004778,2025-05-22,F016,U01,Carga Mineral,177.49,10.87,2025-06-07,2025-06-12,Aprovado,False,1929.3163
PC004779,2026-05-30,F013,U02,Embalagem,288.51,42.07,2026-06-06,2026-06-06,Aprovado,True,12137.6157
PC004780,2026-01-27,F015,U01,Solvente,132.26,28.54,2026-02-12,2026-02-12,Aprovado,True,3774.7003999999997
PC004781,2024-01-10,F006,U02,Solvente,707.28,21.04,2024-01-27,2024-01-27,Aprovado,True,14881.171199999999
PC004782,2024-10-11,F005,U02,Carga Mineral,588.03,24.6,2024-10-31,2024-10-30,Aprovado,True,14465.538
PC004783,2025-08-24,F029,U03,Carga Mineral,617.67,39.79,2025-09-10,2025-09-10,Aprovado,True,24577.0893
PC004784,2025-03-10,F026,U01,Solvente,135.45,3.48,2025-03-22,2025-03-27,Aprovado,False,471.366
PC004785,2026-04-22,F028,U03,Embalagem,446.07,18.6,2026-04-29,2026-04-27,Aprovado,True,8296.902
PC004786,2026-01-10,F028,U03,Solvente,236.21,38.91,2026-01-15,2026-01-13,Aprovado,True,9190.9311
PC004787,2025-04-06,F005,U02,Solvente,85.35,8.95,2025-04-15,2025-04-15,Aprovado,True,763.8824999999999
PC004788,2024-06-11,F025,U02,Poliol,221.59,19.0,2024-06-18,2024-06-23,Aprovado,False,4210.21
PC004789,2026-02-04,F006,U01,Isocianato,242.14,13.25,2026-02-16,2026-02-16,Aprovado,True,3208.355
PC004790,2026-03-27,F025,U03,Carga Mineral,164.53,34.86,2026-04-14,2026-04-16,Aprovado,False,5735.5158
PC004791,2024-03-26,F018,U01,Pigmento,185.54,41.51,2024-04-01,2024-04-01,Aprovado,True,7701.765399999999
PC004792,2024-11-17,F006,U02,Carga Mineral,273.82,20.14,2024-12-04,2024-12-09,Aprovado,False,5514.7348
PC004793,2024-11-04,F013,U02,Aditivo,1026.91,13.09,2024-11-24,2024-11-24,Aprovado,True,13442.251900000001
PC004794,2026-02-25,F002,U02,Isocianato,245.46,4.38,2026-03-20,2026-03-19,Aprovado,True,1075.1148
PC004795,2026-03-08,F019,U01,Aditivo,83.09,38.35,2026-03-13,2026-03-13,Aprovado,True,3186.5015000000003
PC004796,2024-11-25,F022,U02,Carga Mineral,452.6,40.89,2024-12-13,2024-12-12,Reprovado,True,18506.814000000002
PC004797,2024-04-28,F012,U01,Pigmento,238.78,10.2,2024-05-10,2024-05-09,Aprovado,True,2435.556
PC004798,2025-10-05,F018,U03,Poliol,426.8,30.96,2025-10-22,2025-10-20,Aprovado,True,13213.728000000001
PC004799,2025-12-05,F027,U03,Aditivo,611.77,5.44,2025-12-11,2025-12-11,Aprovado,True,3328.0288
PC004800,2026-06-22,F015,U01,Embalagem,547.96,20.67,2026-07-07,2026-07-08,Aprovado,False,11326.333200000001
PC004801,2026-05-24,F029,U02,Silicone Base,102.22,23.99,2026-06-12,2026-06-12,Aprovado,True,2452.2578
PC004802,2024-01-24,F003,U01,Isocianato,797.65,40.33,2024-02-16,2024-02-16,Aprovado,True,32169.224499999997
PC004803,2024-05-17,F030,U01,Embalagem,332.92,19.56,2024-05-22,2024-05-23,Aprovado,False,6511.9151999999995
PC004804,2025-06-12,F010,U03,Solvente,308.1,32.0,2025-07-03,2025-07-03,Aprovado,True,9859.2
PC004805,2026-07-11,F014,U03,Poliol,357.03,16.28,2026-07-30,2026-08-01,Aprovado,False,5812.4484
PC004806,2026-03-13,F004,U03,Carga Mineral,403.24,44.21,2026-03-26,2026-03-31,Aprovado,False,17827.240400000002
PC004807,2025-10-13,F004,U01,Embalagem,95.83,19.99,2025-10-29,2025-10-29,Bloqueado,True,1915.6417
PC004808,2024-08-17,F008,U01,Isocianato,814.14,7.85,2024-08-24,2024-08-26,Aprovado,False,6390.999
PC004809,2025-05-14,F024,U03,Carga Mineral,368.18,18.7,2025-05-28,2025-05-27,Aprovado,True,6884.965999999999
PC004810,2026-02-11,F007,U03,Silicone Base,432.83,18.48,2026-02-28,2026-02-28,Aprovado,True,7998.6984
PC004811,2024-08-07,F021,U02,Carga Mineral,52.55,44.91,2024-08-17,2024-08-22,Aprovado,False,2360.0204999999996
PC004812,2024-01-14,F028,U02,Silicone Base,265.06,47.1,2024-01-19,2024-01-19,Aprovado,True,12484.326000000001
PC004813,2026-03-27,F006,U01,Embalagem,192.13,32.37,2026-04-09,2026-04-08,Aprovado,True,6219.2481
PC004814,2025-06-17,F011,U02,Poliol,134.03,34.01,2025-06-28,2025-06-28,Aprovado,True,4558.360299999999
PC004815,2026-02-10,F017,U01,Aditivo,93.26,44.37,2026-02-21,2026-02-26,Aprovado,False,4137.9462
PC004816,2025-08-05,F010,U02,Solvente,268.92,26.48,2025-08-11,2025-08-11,Aprovado,True,7121.0016000000005
PC004817,2025-09-24,F003,U03,Silicone Base,191.3,4.7,2025-10-18,2025-10-20,Aprovado,False,899.1100000000001
PC004818,2024-06-05,F024,U02,Silicone Base,153.76,19.33,2024-06-15,2024-06-17,Aprovado,False,2972.1807999999996
PC004819,2025-03-06,F030,U03,Isocianato,279.61,6.83,2025-03-14,2025-03-16,Aprovado,False,1909.7363
PC004820,2025-09-28,F029,U02,Silicone Base,982.86,16.88,2025-10-18,2025-10-18,Aprovado,True,16590.676799999997
PC004821,2025-10-27,F017,U02,Solvente,125.91,14.01,2025-11-01,2025-11-01,Aprovado,True,1763.9991
PC004822,2025-10-28,F022,U01,Silicone Base,149.33,21.38,2025-11-15,2025-11-15,Aprovado,True,3192.6754
PC004823,2024-07-21,F007,U03,Aditivo,639.01,8.69,2024-07-31,2024-07-31,Aprovado,True,5552.996899999999
PC004824,2025-05-30,F023,U02,Embalagem,206.88,27.09,2025-06-15,2025-06-15,Aprovado,True,5604.379199999999
PC004825,2025-02-09,F011,U01,Isocianato,428.18,43.27,2025-02-24,2025-03-01,Aprovado,False,18527.3486
PC004826,2026-02-05,F006,U03,Solvente,373.21,23.93,2026-02-27,2026-02-27,Aprovado,True,8930.915299999999
PC004827,2024-09-27,F025,U03,Silicone Base,670.16,26.4,2024-10-15,2024-10-16,Aprovado,False,17692.224
PC004828,2025-12-05,F028,U01,Isocianato,227.52,32.76,2025-12-16,2025-12-16,Aprovado,True,7453.5552
PC004829,2026-07-29,F001,U03,Pigmento,265.31,31.05,2026-08-22,2026-08-24,Aprovado,False,8237.8755
PC004830,2024-06-20,F008,U03,Poliol,440.19,7.14,2024-07-13,2024-07-13,Aprovado,True,3142.9566
PC004831,2024-11-07,F021,U01,Pigmento,83.3,26.13,2024-11-23,2024-11-21,Aprovado,True,2176.629
PC004832,2025-07-25,F006,U01,Solvente,176.66,17.72,2025-08-01,2025-08-03,Reprovado,False,3130.4152
PC004833,2024-01-28,F006,U03,Embalagem,462.43,42.57,2024-02-16,2024-02-21,Aprovado,False,19685.6451
PC004834,2024-10-28,F026,U01,Pigmento,176.42,29.68,2024-11-14,2024-11-19,Aprovado,False,5236.1456
PC004835,2024-07-01,F017,U03,Carga Mineral,204.09,43.37,2024-07-24,2024-07-24,Aprovado,True,8851.3833
PC004836,2026-06-11,F023,U03,Aditivo,82.88,35.34,2026-06-30,2026-06-30,Aprovado,True,2928.9792
PC004837,2024-07-24,F019,U03,Aditivo,461.02,12.01,2024-08-11,2024-08-11,Aprovado,True,5536.8502
PC004838,2024-03-12,F003,U03,Isocianato,178.81,40.76,2024-04-05,2024-04-06,Aprovado,False,7288.2955999999995
PC004839,2024-10-01,F011,U02,Poliol,182.74,28.43,2024-10-12,2024-10-12,Aprovado,True,5195.2982
PC004840,2025-09-20,F004,U01,Aditivo,559.93,39.38,2025-10-10,2025-10-09,Aprovado,True,22050.0434
PC004841,2024-02-24,F009,U01,Isocianato,222.77,16.5,2024-03-17,2024-03-16,Aprovado,True,3675.7050000000004
PC004842,2026-05-24,F020,U01,Aditivo,316.24,10.33,2026-06-01,2026-05-31,Aprovado,True,3266.7592
PC004843,2024-02-25,F023,U03,Silicone Base,353.91,24.05,2024-03-19,2024-03-18,Aprovado,True,8511.5355
PC004844,2025-08-29,F007,U03,Carga Mineral,200.86,26.51,2025-09-14,2025-09-15,Aprovado,False,5324.798600000001
PC004845,2024-11-15,F029,U03,Embalagem,245.11,34.7,2024-12-05,2024-12-06,Aprovado,False,8505.317000000001
PC004846,2025-11-12,F021,U01,Silicone Base,333.66,28.51,2025-11-20,2025-11-25,Aprovado,False,9512.646600000002
PC004847,2026-02-10,F019,U03,Solvente,441.59,25.14,2026-02-20,2026-02-18,Aprovado,True,11101.5726
PC004848,2026-06-22,F017,U02,Silicone Base,991.94,18.47,2026-07-01,2026-06-29,Aprovado,True,18321.1318
PC004849,2025-02-10,F012,U02,Embalagem,151.18,13.44,2025-02-17,2025-02-15,Aprovado,True,2031.8592
PC004850,2026-02-09,F001,U03,Poliol,204.33,8.48,2026-02-28,2026-03-01,Aprovado,False,1732.7184000000002
PC004851,2024-03-17,F028,U02,Pigmento,203.71,39.27,2024-04-04,2024-04-04,Aprovado,True,7999.691700000001
PC004852,2026-02-15,F002,U02,Isocianato,529.12,23.69,2026-03-11,2026-03-09,Aprovado,True,12534.8528
PC004853,2026-01-09,F016,U03,Embalagem,174.35,10.4,2026-01-27,2026-01-25,Aprovado,True,1813.24
PC004854,2026-06-19,F019,U01,Silicone Base,166.3,45.28,2026-07-02,2026-07-04,Aprovado,False,7530.064
PC004855,2026-04-21,F004,U03,Embalagem,213.69,30.05,2026-04-26,2026-04-28,Aprovado,False,6421.3845
PC004856,2024-05-20,F014,U02,Carga Mineral,554.54,13.13,2024-06-06,2024-06-06,Aprovado,True,7281.1102
PC004857,2026-02-12,F027,U02,Isocianato,146.25,13.58,2026-02-26,2026-02-26,Aprovado,True,1986.075
PC004858,2026-05-02,F026,U03,Pigmento,192.95,4.21,2026-05-26,2026-05-24,Aprovado,True,812.3195
PC004859,2026-02-06,F012,U02,Aditivo,313.1,11.56,2026-02-13,2026-02-12,Aprovado,True,3619.4360000000006
PC004860,2025-04-09,F029,U01,Aditivo,206.5,6.94,2025-05-02,2025-04-30,Aprovado,True,1433.1100000000001
PC004861,2025-01-30,F024,U02,Embalagem,180.03,47.91,2025-02-23,2025-02-28,Aprovado,False,8625.237299999999
PC004862,2025-07-13,F006,U03,Aditivo,976.53,21.05,2025-07-31,2025-08-02,Aprovado,False,20555.9565
PC004863,2025-06-13,F027,U01,Aditivo,428.76,13.79,2025-06-27,2025-06-27,Aprovado,True,5912.600399999999
PC004864,2024-05-29,F013,U02,Poliol,576.52,28.04,2024-06-09,2024-06-10,Aprovado,False,16165.620799999999
PC004865,2025-02-28,F006,U01,Solvente,148.69,20.19,2025-03-20,2025-03-21,Aprovado,False,3002.0511
PC004866,2024-07-03,F012,U02,Carga Mineral,1267.67,21.62,2024-07-19,2024-07-18,Aprovado,True,27407.025400000002
PC004867,2025-10-31,F014,U01,Carga Mineral,257.65,35.74,2025-11-09,2025-11-07,Aprovado,True,9208.411
PC004868,2025-08-13,F013,U01,Aditivo,484.16,32.98,2025-08-23,2025-08-21,Aprovado,True,15967.5968
PC004869,2025-01-08,F013,U01,Poliol,597.66,33.23,2025-01-22,2025-01-20,Aprovado,True,19860.241799999996
PC004870,2026-05-03,F017,U01,Pigmento,215.55,46.68,2026-05-11,2026-05-10,Aprovado,True,10061.874
PC004871,2025-06-03,F001,U01,Silicone Base,342.35,23.06,2025-06-19,2025-06-19,Aprovado,True,7894.591
PC004872,2025-03-15,F001,U02,Embalagem,87.47,42.64,2025-03-25,2025-03-25,Aprovado,True,3729.7208
PC004873,2026-07-06,F030,U03,Aditivo,525.64,27.51,2026-07-17,2026-07-22,Aprovado,False,14460.3564
PC004874,2025-02-14,F019,U03,Poliol,96.44,3.43,2025-02-24,2025-02-24,Aprovado,True,330.7892
PC004875,2025-09-05,F029,U01,Aditivo,367.52,4.34,2025-09-20,2025-09-22,Aprovado,False,1595.0367999999999
PC004876,2026-04-16,F028,U02,Embalagem,281.76,3.98,2026-05-01,2026-04-30,Aprovado,True,1121.4048
PC004877,2025-12-02,F024,U01,Poliol,915.63,43.38,2025-12-26,2025-12-26,Aprovado,True,39720.0294
PC004878,2026-06-01,F007,U02,Poliol,1635.28,28.1,2026-06-19,2026-06-17,Aprovado,True,45951.368
PC004879,2025-09-14,F005,U01,Carga Mineral,122.23,16.05,2025-09-20,2025-09-20,Aprovado,True,1961.7915
PC004880,2025-06-08,F009,U03,Carga Mineral,550.95,22.12,2025-06-14,2025-06-13,Aprovado,True,12187.014000000001
PC004881,2026-04-11,F007,U01,Poliol,208.08,3.23,2026-04-15,2026-04-14,Aprovado,True,672.0984000000001
PC004882,2026-04-27,F023,U02,Solvente,283.29,24.11,2026-05-13,2026-05-18,Bloqueado,False,6830.1219
PC004883,2024-09-21,F018,U03,Poliol,148.76,25.78,2024-09-29,2024-09-27,Aprovado,True,3835.0328
PC004884,2025-07-21,F020,U01,Isocianato,51.42,14.96,2025-08-07,2025-08-07,Aprovado,True,769.2432000000001
PC004885,2025-02-15,F003,U02,Isocianato,147.44,11.05,2025-02-27,2025-02-27,Aprovado,True,1629.212
PC004886,2024-12-10,F018,U01,Poliol,145.59,40.6,2024-12-29,2024-12-29,Aprovado,True,5910.954000000001
PC004887,2024-08-07,F003,U03,Solvente,635.51,43.55,2024-08-29,2024-08-29,Aprovado,True,27676.460499999997
PC004888,2025-05-26,F015,U01,Carga Mineral,104.52,26.16,2025-06-11,2025-06-10,Aprovado,True,2734.2432
PC004889,2025-11-16,F020,U02,Poliol,243.23,46.48,2025-11-21,2025-11-21,Aprovado,True,11305.330399999999
PC004890,2025-11-14,F030,U03,Isocianato,488.11,25.62,2025-12-04,2025-12-04,Aprovado,True,12505.378200000001
PC004891,2024-10-09,F023,U02,Pigmento,439.62,24.05,2024-10-27,2024-11-01,Aprovado,False,10572.861
PC004892,2025-10-02,F012,U02,Aditivo,68.1,7.54,2025-10-25,2025-10-24,Aprovado,True,513.4739999999999
PC004893,2026-01-30,F018,U01,Silicone Base,112.16,4.19,2026-02-17,2026-02-17,Aprovado,True,469.9504
PC004894,2025-09-15,F023,U03,Aditivo,154.09,46.53,2025-09-20,2025-09-20,Aprovado,True,7169.8077
PC004895,2026-02-18,F013,U03,Aditivo,138.55,39.31,2026-02-25,2026-02-24,Aprovado,True,5446.400500000001
PC004896,2026-01-22,F014,U02,Isocianato,345.52,38.79,2026-02-03,2026-02-05,Aprovado,False,13402.7208
PC004897,2025-06-28,F026,U02,Embalagem,16.48,45.72,2025-07-18,2025-07-20,Aprovado,False,753.4656
PC004898,2026-05-17,F009,U03,Carga Mineral,166.65,34.96,2026-05-22,2026-05-21,Aprovado,True,5826.084000000001
PC004899,2025-05-05,F012,U03,Aditivo,161.79,22.7,2025-05-09,2025-05-08,Aprovado,True,3672.633
PC004900,2024-12-15,F029,U01,Silicone Base,1421.1,6.37,2024-12-20,2024-12-19,Aprovado,True,9052.407
PC004901,2024-09-20,F029,U02,Solvente,257.81,4.48,2024-10-03,2024-10-01,Aprovado,True,1154.9888
PC004902,2025-07-12,F013,U02,Pigmento,603.92,15.82,2025-07-31,2025-07-31,Aprovado,True,9554.0144
PC004903,2024-05-13,F005,U02,Silicone Base,398.87,8.58,2024-05-30,2024-06-04,Aprovado,False,3422.3046
PC004904,2025-12-27,F022,U01,Solvente,576.22,9.4,2026-01-09,2026-01-09,Aprovado,True,5416.468000000001
PC004905,2024-08-04,F010,U01,Silicone Base,224.75,21.6,2024-08-19,2024-08-18,Aprovado,True,4854.6
PC004906,2026-04-24,F025,U03,Aditivo,426.24,26.7,2026-05-09,2026-05-09,Aprovado,True,11380.608
PC004907,2024-08-19,F006,U03,Poliol,282.56,43.51,2024-09-01,2024-09-01,Aprovado,True,12294.185599999999
PC004908,2025-04-23,F002,U02,Poliol,250.07,37.99,2025-05-03,2025-05-08,Aprovado,False,9500.1593
PC004909,2025-01-21,F003,U02,Silicone Base,189.59,47.42,2025-02-12,2025-02-12,Bloqueado,True,8990.3578
PC004910,2024-09-04,F019,U01,Isocianato,658.21,26.42,2024-09-19,2024-09-17,Aprovado,True,17389.9082
